Days for shipment (scheduled),Order Region,order month,Order Status,order hour,order day,city risk score,category risk score,Shipping Mode,Market,Order Item Total,actual_late_risk,predicted_late_risk
4,15,1,0,23,0,0.6052631578947368,0.5515294974508376,3,3,-1.1955483020443145,0,0
4,18,7,5,18,5,0.5555555555555556,0.5449667654360535,3,4,0.9235197468824093,0,0
4,17,8,2,4,2,0.6153846153846154,0.5497128426540671,3,1,-0.2959565056944137,1,0
4,13,12,6,16,5,0.8125,0.5894308943089431,3,3,-0.8363447026058612,1,1
4,21,5,5,9,2,0.5163934426229508,0.5448619976625011,3,4,-0.6265871197383748,1,1
4,22,10,6,23,3,0.5,0.5453419768373516,3,1,0.9485941063753262,1,0
4,18,7,1,22,3,0.6066666666666667,0.5492640692640692,3,4,1.7066536694556365,0,0
2,6,5,6,7,3,0.6,0.5455669122890421,2,4,-1.162976733056017,1,1
4,3,5,1,18,0,0.6386554621848739,0.5455669122890421,3,2,-1.1296554335799593,1,1
2,15,2,3,4,4,0.5444444444444444,0.5449667654360535,2,3,1.973057296325382,1,1
4,12,1,2,1,5,0.6666666666666666,0.5474660586589284,3,2,-0.6926465986153628,0,0
2,22,10,7,22,5,0.8157894736842105,0.5480694980694981,2,1,-0.009309996129426202,1,1
2,22,8,6,7,6,0.6194331983805668,0.5474660586589284,2,1,-1.1631433433853466,1,1
4,6,7,6,2,6,0.6363636363636364,0.5515294974508376,3,4,-0.3261122409016538,0,0
4,22,8,2,19,2,0.5946843853820598,0.5497128426540671,3,1,0.8483803081974729,1,1
4,6,5,2,13,6,0.5423728813559322,0.5457627118644067,3,4,-1.381481150538315,1,0
4,14,4,6,14,3,0.5806451612903226,0.5492640692640692,3,4,1.7066536694556365,0,0
2,12,4,2,15,2,0.5833333333333334,0.5497128426540671,2,2,-0.695812099157195,1,1
2,18,4,6,12,4,0.7246376811594203,0.5497128426540671,2,4,-0.1310994323497952,1,1
1,11,2,7,22,0,0.5398671096345515,0.5613636363636364,0,3,-0.476058151854382,1,1
4,19,12,2,10,4,0.53156146179402,0.5449667654360535,3,0,0.5237474106016213,0,0
4,7,12,2,5,0,0.5555555555555556,0.5429594272076372,3,3,-1.253777286873671,1,0
0,3,3,1,3,3,0.6447368421052632,0.5480694980694981,1,2,-0.14259519403365656,0,0
4,7,1,1,14,1,0.5947955390334573,0.5449667654360535,3,3,0.8985287722753661,1,0
1,17,9,6,9,4,0.7283950617283951,0.5497128426540671,0,1,0.34864407348851245,1,1
4,3,3,7,1,4,0.6511627906976745,0.5497128426540671,3,2,-0.6458301501930183,1,1
4,13,12,6,0,0,0.6470588235294118,0.5480694980694981,3,3,0.02401130334663139,0,0
4,21,5,6,4,2,0.5625,0.5474660586589284,3,4,0.49392483257596514,0,0
4,3,4,7,16,6,0.5736040609137056,0.5480694980694981,3,2,0.02401130334663139,0,0
2,7,2,1,7,3,1.0,0.5448619976625011,2,3,-0.7132225112048247,1,1
4,2,11,6,21,0,0.6066252587991718,0.5358306188925082,3,0,-0.7281338003009562,1,0
2,15,12,6,17,3,0.554670528602462,0.5448619976625011,2,3,-0.4966340642772374,1,1
2,22,6,6,8,3,0.4084507042253521,0.5453419768373516,2,1,0.8486302079471534,0,1
4,3,3,1,16,2,0.5836734693877551,0.5492640692640692,3,2,1.4734045731232333,1,0
1,7,1,2,16,1,0.42857142857142855,0.5429594272076372,0,3,-1.1942154513148209,1,1
4,13,1,2,1,0,0.6666666666666666,0.5500945179584121,3,3,-1.4446250203761302,0,1
1,13,11,3,16,4,0.6,0.5515294974508376,0,3,-0.14284509378333704,1,1
4,3,4,5,15,2,0.5418060200668896,0.5455669122890421,3,2,-0.7089740276947323,1,1
4,15,12,2,0,5,0.5495495495495496,0.5429594272076372,3,3,-1.2074606691061025,0,0
4,3,5,5,2,5,0.6145833333333334,0.5480694980694981,3,2,-0.27588039193788694,1,0
4,11,12,2,11,0,0.5664939550949913,0.5564681724845996,3,3,-1.3921439721185778,1,1
1,12,4,1,15,2,0.5084745762711864,0.5492640692640692,0,2,1.4067619741711181,1,1
4,22,10,1,3,2,0.59375,0.581081081081081,3,1,1.6001087427401486,1,1
4,2,10,2,21,2,0.6066252587991718,0.5608365019011406,3,0,-0.2862100405922515,1,1
4,12,5,6,4,6,0.4909090909090909,0.5497128426540671,3,2,0.43361336216148466,0,0
4,22,10,2,4,1,0.0,0.5448619976625011,3,1,-0.583269456243507,0,0
1,11,1,2,15,3,0.5398671096345515,0.5497128426540671,0,3,-1.0256096619710238,1,1
4,22,9,7,5,0,0.5608040201005026,0.5492640692640692,3,1,1.4734045731232333,1,1
1,10,10,6,1,3,0.5573770491803278,0.5448619976625011,0,1,-0.7132225112048247,1,1
1,17,7,6,2,5,0.5204359673024523,0.5453419768373516,0,1,0.5487383852086646,1,1
4,22,9,2,3,3,0.515970515970516,0.5480694980694981,3,1,-0.025970645867454997,0,0
4,8,1,3,19,5,0.504950495049505,0.5455669122890421,3,1,-0.4007520075411995,0,0
4,3,5,7,8,2,0.4856115107913669,0.5449667654360535,3,2,1.639844301564806,0,0
4,22,6,6,17,2,0.4895833333333333,0.5497128426540671,3,1,0.548571870344858,0,0
4,1,4,8,0,5,0.48743718592964824,0.5497128426540671,3,2,0.5985538195589444,0,0
2,11,1,2,20,1,0.626890756302521,0.5528726061615321,2,3,-1.0905029003645448,0,1
4,6,7,6,3,0,0.572661217075386,0.5497128426540671,3,4,-0.026137288185232074,0,1
4,16,11,6,21,3,0.5492227979274611,0.5497128426540671,3,0,0.4735989465237284,0,0
4,12,3,2,23,4,0.5,0.5474660586589284,3,2,0.30657590790901507,0,0
2,13,12,1,21,1,0.3181818181818182,0.5497128426540671,2,3,0.3336494637333119,0,1
2,3,3,5,20,4,0.65,0.5474660586589284,2,2,-0.6926465986153628,1,1
4,18,4,7,7,6,0.550063371356147,0.5608365019011406,3,4,-0.9977030864052224,0,0
1,18,8,2,7,6,0.5892857142857143,0.5515294974508376,0,4,-0.7058085271529001,1,1
4,21,7,6,16,5,0.5230352303523035,0.5626477541371159,3,4,0.2696725020966822,1,1
0,22,9,6,7,5,0.2708333333333333,0.5497128426540671,1,1,-0.4009186498589768,0,0
4,6,8,5,10,1,0.572661217075386,0.5455669122890421,3,4,-1.162976733056017,1,0
4,22,8,6,9,6,0.515970515970516,0.5455669122890421,3,1,-0.14251193660175315,1,0
4,22,9,8,16,4,0.4375,0.5480694980694981,3,1,-0.009309996129426202,0,0
2,3,3,5,7,0,0.5411051212938005,0.5492640692640692,2,2,1.6233504207654923,1,1
4,17,6,2,19,0,0.5374507227332457,0.5448619976625011,3,1,-0.5399517286051377,0,0
1,7,3,2,19,2,0.5947955390334573,0.5455669122890421,0,3,0.14071910894473635,1,1
4,3,3,2,12,5,0.6145833333333334,0.5492640692640692,3,2,1.739974968931694,0,0
4,18,8,7,8,1,0.550063371356147,0.5449667654360535,3,4,-0.717387673639332,1,1
4,22,6,2,4,5,0.5638297872340425,0.5497128426540671,3,1,-0.625837357178864,1,0
2,11,2,2,3,1,0.5481481481481482,0.5492640692640692,2,3,1.6733323699795788,1,1
4,22,7,2,12,3,0.515970515970516,0.5515294974508376,3,1,-0.6559098357872334,1,1
4,17,9,2,18,1,0.456,0.5448619976625011,3,1,-0.5182928964411876,1,0
1,3,3,3,20,1,0.5491419656786272,0.5455669122890421,0,2,-1.1796373827940456,1,1
4,1,3,8,20,6,0.477112676056338,0.5358306188925082,3,2,-1.0305245548932909,0,0
4,7,11,2,0,6,0.3333333333333333,0.5515294974508376,3,3,-0.8724150245331881,0,0
2,22,8,2,9,3,0.7037037037037037,0.5455669122890421,2,1,-0.7922772763848762,1,1
4,13,10,1,21,4,0.6296296296296297,0.5474660586589284,3,3,0.3482275322540871,0,0
2,22,10,7,21,1,0.5625,0.581081081081081,2,1,1.6377617203475525,1,1
4,17,8,5,21,6,0.44808743169398907,0.5492640692640692,3,1,1.7066536694556365,0,0
1,20,12,2,12,0,0.3902439024390244,0.5515294974508376,0,3,-0.21948418420823293,1,1
4,12,5,2,11,0,0.6486486486486487,0.5474660586589284,3,2,0.03600686452985396,1,1
2,1,3,6,0,3,0.5829596412556054,0.5474660586589284,2,2,0.02351137722633236,1,1
4,1,5,4,8,1,0.632183908045977,0.5455669122890421,3,2,-0.7006437028257179,0,0
4,19,11,2,0,6,0.5,0.5480694980694981,3,0,0.04900227795367459,0,1
2,14,5,6,8,4,0.555956678700361,0.5696629213483146,2,4,-1.3275839543837162,1,1
2,17,8,7,14,3,0.30952380952380953,0.5338541666666666,2,1,-0.6369167050822704,1,1
4,3,3,5,1,4,0.5283230510375772,0.5448619976625011,3,2,-0.4966340642772374,1,1
4,6,5,5,11,3,0.7272727272727273,0.5448619976625011,3,4,-0.44248688931817487,0,1
4,8,9,3,23,6,0.16,0.5497128426540671,3,1,0.4536060910321375,0,0
4,3,6,1,9,5,0.7619047619047619,0.5474660586589284,3,2,-0.3012879086123879,0,1
4,22,7,5,12,6,0.6024096385542169,0.5480694980694981,3,1,0.02401130334663139,1,1
0,22,7,5,11,6,0.6197183098591549,0.5448619976625011,1,1,-0.46414578479259405,0,0
4,3,1,2,5,2,0.5963636363636363,0.5474660586589284,3,2,-0.7926104970435356,1,0
4,7,12,6,3,4,0.5897435897435898,0.5497128426540671,3,3,-1.050600636578067,1,0
4,12,3,0,9,5,0.53125,0.5564681724845996,3,2,-0.9867903493309653,0,0
4,3,2,8,18,5,0.5885462555066079,0.5492640692640692,3,2,1.6400110705035211,0,0
0,18,5,2,3,6,0.550063371356147,0.5455669122890421,1,4,-1.1713070579250313,0,0
4,18,5,2,1,4,0.5942857142857143,0.5448619976625011,3,4,-0.4749752329463198,0,1
4,3,5,2,11,3,0.5303776683087028,0.5338541666666666,3,2,-0.11627146407933953,1,1
4,15,11,7,17,0,0.37037037037037035,0.5578512396694215,3,3,2.2457089200887643,0,1
4,13,1,7,20,5,0.6507936507936508,0.6005830903790087,3,3,-0.7259678980914205,1,1
4,11,12,6,23,1,0.5150784077201448,0.5500945179584121,3,3,-1.434462021786745,1,0
1,7,2,2,21,5,0.5576923076923077,0.5453419768373516,0,3,0.5237474106016213,1,1
4,6,6,0,20,4,0.5892857142857143,0.5492640692640692,3,4,1.7732962684077516,0,0
4,17,6,2,3,1,0.5,0.5626477541371159,3,1,0.255094433575907,0,0
0,3,3,2,12,3,0.4846715328467153,0.5515294974508376,1,2,-0.23281262735966718,1,1
2,22,8,2,8,0,0.6851851851851852,0.5453419768373516,2,1,0.9485941063753262,1,1
4,15,3,2,19,1,0.5669291338582677,0.5480694980694981,3,3,-0.07595259508154138,1,0
4,6,5,3,22,3,0.6890756302521008,0.5448619976625011,3,4,-0.48580461695654414,0,1
4,15,11,6,10,4,0.5606361829025845,0.5455669122890421,3,3,-1.1254902711454522,0,0
2,10,8,5,12,2,0.44155844155844154,0.5553435114503816,2,1,-0.4190786964290241,1,1
4,8,12,1,0,0,0.5874125874125874,0.5453419768373516,3,1,0.8486302079471534,1,1
4,1,4,2,22,0,0.550429669832655,0.5453419768373516,3,2,0.5237474106016213,0,0
4,8,12,7,10,4,0.3333333333333333,0.5480694980694981,3,1,-0.15925584377168536,0,0
4,18,6,7,10,4,0.5942857142857143,0.5453419768373516,3,4,0.923603131768283,0,0
4,15,11,1,2,4,0.5427872860635696,0.5448619976625011,3,3,-0.583269456243507,0,0
2,3,3,2,7,3,0.5411051212938005,0.5608365019011406,2,2,-0.43473974800136295,1,1
4,22,7,2,3,5,0.5120828538550057,0.5553435114503816,3,1,-0.7336317816431159,1,0
0,12,5,6,22,2,1.0,0.5480694980694981,1,2,-0.15925584377168536,1,1
1,12,1,2,6,1,0.4868421052631579,0.5474660586589284,0,2,0.3690533444266231,1,1
4,1,4,7,6,3,0.525,0.5497128426540671,3,2,-0.625837357178864,0,0
1,22,7,6,16,4,0.5590551181102362,0.5515294974508376,0,1,-0.5759387295401824,1,1
4,12,6,7,8,3,0.46153846153846156,0.5455669122890421,3,2,0.049085535385577986,1,0
1,22,7,6,10,5,0.5120828538550057,0.5492640692640692,0,1,1.2068341773147726,1,1
4,3,1,2,0,3,0.5836734693877551,0.5497128426540671,3,2,-1.1505645350062397,1,1
4,1,1,2,15,1,0.550429669832655,0.5474660586589284,3,2,0.45235659311676707,0,0
0,21,4,5,8,0,0.5230352303523035,0.5515294974508376,1,4,-0.24614119796507195,0,0
1,1,2,2,2,3,0.5240963855421686,0.5608365019011406,0,2,-0.5260401010684684,1,1
2,2,1,2,15,4,0.49333333333333335,0.5449667654360535,2,0,-0.10935727944347289,1,1
2,10,7,2,13,0,0.4387755102040816,0.5448619976625011,2,1,-0.5182928964411876,0,1
2,22,7,6,2,2,0.75,0.5480694980694981,2,1,-0.27588039193788694,1,1
4,3,3,5,10,2,0.546875,0.5492640692640692,3,2,1.3734406746950605,1,0
4,22,6,2,11,6,0.515625,0.5448619976625011,3,1,-0.5724400080897812,0,0
4,12,1,8,22,4,0.5833333333333334,0.5480694980694981,3,2,0.10731455203677537,0,0
2,22,9,0,3,1,0.40789473684210525,0.5474660586589284,2,1,-0.8341788003130223,0,0
4,22,8,5,3,3,0.5996810207336523,0.47703180212014135,3,1,-0.8381773842400407,1,0
4,22,7,5,1,0,0.43243243243243246,0.5497128426540671,3,1,0.4536060910321375,0,0
4,11,11,3,3,0,0.5970695970695971,0.5497128426540671,3,3,-0.026137288185232074,1,1
4,17,6,2,13,1,0.48598130841121495,0.5448619976625011,3,1,-0.5182928964411876,0,0
4,11,11,2,8,3,0.5168067226890757,0.5449667654360535,3,3,1.3067146908570717,0,0
1,17,7,2,14,0,0.5374507227332457,0.5497128426540671,0,1,-0.2510560596486208,1,1
4,9,12,5,19,2,0.39622641509433965,0.5497128426540671,3,0,0.43361336216148466,0,0
4,21,5,0,4,1,0.7230769230769231,0.5480694980694981,3,4,-0.15925584377168536,0,0
2,11,2,6,12,1,0.42857142857142855,0.5449667654360535,2,3,1.7731294994690363,1,1
2,10,8,5,5,0,0.5796178343949044,0.5474660586589284,2,1,0.056749419270486545,0,1
2,12,4,6,0,3,0.5670498084291188,0.5449667654360535,2,2,-0.8340122218055336,1,1
4,9,12,6,15,1,0.5833333333333334,0.5455669122890421,3,0,-0.33827457102359154,0,0
2,9,11,6,15,6,1.0,0.5455669122890421,2,0,-0.12585128686372438,1,1
2,15,12,5,14,1,0.5669291338582677,0.5474660586589284,2,3,0.49392483257596514,1,1
4,22,8,3,19,5,0.6040609137055838,0.5449667654360535,3,1,2.410316221137673,0,0
1,15,1,6,8,5,0.5107913669064749,0.5497128426540671,0,3,0.43361336216148466,1,1
4,6,7,1,17,4,0.5135135135135135,0.5453419768373516,3,4,0.6487024110908078,0,0
1,22,7,6,18,6,0.5268595041322314,0.5448619976625011,0,1,-0.44248688931817487,1,1
4,15,12,5,21,6,0.5121951219512195,0.5492640692640692,3,3,1.7066536694556365,0,0
2,10,7,7,19,6,0.9285714285714286,0.5608365019011406,2,1,-1.157228820308942,1,1
4,11,11,0,14,6,0.5398671096345515,0.5714285714285714,3,3,0.255094433575907,0,0
4,7,12,7,19,5,0.5555555555555556,0.5492640692640692,3,3,1.573368471551406,1,1
4,12,3,5,2,4,0.3872832369942196,0.5455669122890421,3,2,-0.14251193660175315,0,0
4,13,11,2,14,2,0.3181818181818182,0.5455669122890421,3,3,-0.12585128686372438,0,0
4,10,7,5,9,1,0.5128205128205128,0.5448619976625011,3,1,-0.6265871197383748,0,0
4,11,1,2,6,3,0.696078431372549,0.5449667654360535,3,3,-0.7507089731153895,1,0
4,10,6,7,4,1,0.5986394557823129,0.5453419768373516,3,1,0.798648258733067,0,0
4,10,8,2,6,5,0.5641025641025641,0.5474660586589284,3,1,0.12339201822260173,0,1
2,22,8,2,20,1,0.6304347826086957,0.5474660586589284,2,1,-0.3886730623051357,0,1
1,3,3,8,9,4,0.5647668393782384,0.5492640692640692,0,2,1.7066536694556365,0,0
0,14,7,2,15,1,0.84,0.5480694980694981,1,4,-0.12593454429562778,1,1
4,10,9,1,22,4,0.4166666666666667,0.5448619976625011,3,1,-0.5182928964411876,0,0
4,3,4,2,3,4,0.51625,0.5474660586589284,3,2,-0.05979187146381162,0,0
4,17,11,7,23,3,0.5374507227332457,0.5362318840579711,3,1,-0.4299081445827499,1,0
4,10,10,2,17,1,0.3475177304964539,0.5480694980694981,3,1,0.02401130334663139,1,0
0,3,3,2,20,3,0.5283230510375772,0.5455669122890421,1,2,0.24484816980741633,1,1
4,12,1,1,3,0,0.483739837398374,0.5492640692640692,3,2,1.24015547679083,1,0
2,9,1,2,23,1,0.574468085106383,0.5457627118644067,2,0,-1.3180873891145377,1,1
1,6,5,2,15,6,0.5046082949308756,0.5608365019011406,0,4,-0.3950040633887999,1,1
2,3,2,5,10,6,0.5411051212938005,0.5480694980694981,2,2,-0.10927389455759898,1,1
1,9,11,2,7,5,0.43450479233226835,0.5448619976625011,0,0,-0.7132225112048247,1,1
4,22,9,2,21,0,0.581888246628131,0.5492640692640692,3,1,0.9736682109603025,1,1
2,6,8,1,17,2,0.5046082949308756,0.5528726061615321,2,4,-1.1004992965384088,1,1
2,19,11,1,15,6,0.53156146179402,0.5474660586589284,2,0,-0.12643447041592681,0,1
2,22,9,7,9,2,0.3333333333333333,0.5449667654360535,2,1,0.7235919500260637,1,1
2,15,10,3,12,3,0.554670528602462,0.5448619976625011,2,3,-0.46414578479259405,1,1
1,15,1,1,7,2,0.5669291338582677,0.5492640692640692,0,3,1.506725872599291,1,1
4,6,7,8,3,2,0.45910290237467016,0.5453419768373516,3,4,0.6487024110908078,0,0
2,17,7,2,3,2,0.5810344827586207,0.5492640692640692,2,1,1.2068341773147726,1,1
4,3,3,6,0,2,0.5283230510375772,0.5492640692640692,3,2,1.6400110705035211,1,0
4,15,11,1,10,0,0.5427872860635696,0.5497128426540671,3,3,0.7235085659732222,0,0
4,3,3,5,21,1,0.51625,0.5453419768373516,3,2,0.5487383852086646,1,1
4,22,6,3,23,3,0.0,0.5448619976625011,3,1,-0.6265871197383748,0,0
2,20,9,2,15,4,0.5384615384615384,0.5497128426540671,2,3,-0.07112099166292835,0,0
2,8,11,4,14,6,0.8604651162790697,0.5448619976625011,2,1,-0.4533163374719007,1,1
4,3,5,3,4,2,0.42424242424242425,0.47703180212014135,3,2,-0.8381773842400407,0,0
4,21,7,7,11,0,0.3157894736842105,0.5453419768373516,3,4,0.5237474106016213,0,0
4,11,3,6,17,0,0.5263157894736842,0.5497128426540671,3,3,0.8358848208939513,1,1
4,3,2,2,16,4,0.5492957746478874,0.5448619976625011,3,2,-0.5399517286051377,1,0
4,6,4,2,18,3,0.5826771653543307,0.5474660586589284,3,4,0.02351137722633236,0,0
1,22,9,6,1,3,0.8620689655172413,0.5497128426540671,0,1,-0.695812099157195,1,1
4,14,8,2,12,4,0.5673076923076923,0.5608365019011406,3,4,-0.4593975021163532,1,0
4,15,3,3,6,2,0.5458015267175572,0.5455669122890421,3,3,-0.05920868791160919,0,0
0,3,4,1,5,1,0.6290322580645161,0.5492640692640692,1,2,1.7066536694556365,0,0
4,5,12,6,13,6,0.3333333333333333,0.5515294974508376,3,0,-0.9790431447036845,0,0
4,10,8,6,3,3,0.36363636363636365,0.5449667654360535,3,1,1.473237804184518,0,0
4,22,10,1,1,1,0.5608040201005026,0.5337423312883436,3,1,1.360195488142497,1,0
4,17,9,5,23,1,0.39361702127659576,0.5474660586589284,3,1,-0.1430951201539556,1,0
4,22,10,6,8,3,0.5849056603773585,0.5497128426540671,3,1,0.4735989465237284,1,1
4,2,11,7,16,4,0.5,0.5448619976625011,3,0,-0.7132225112048247,0,0
4,3,4,2,15,3,0.4181184668989547,0.5448619976625011,3,2,-0.6049282875744245,0,0
4,12,2,7,21,5,0.4666666666666667,0.5448619976625011,3,2,-0.6590753992230182,0,0
1,19,12,5,21,3,0.46153846153846156,0.5522151898734177,0,0,0.7235085659732222,1,1
1,10,6,2,1,3,0.4,0.5338541666666666,0,1,-0.19915817153505816,1,1
4,7,11,5,23,6,0.45614035087719296,0.5474660586589284,3,3,-0.8341788003130223,0,0
4,21,6,2,14,3,0.5066666666666667,0.5449667654360535,3,4,1.5732017026126908,0,0
4,19,12,1,1,2,0.5066666666666667,0.5480694980694981,3,0,0.12397520177480417,1,0
4,22,10,7,11,0,0.5120828538550057,0.5497128426540671,3,1,0.9733351812326889,1,1
4,3,5,6,5,1,0.5411051212938005,0.5492640692640692,3,2,1.7732962684077516,1,1
4,17,6,2,17,4,0.3816793893129771,0.5448619976625011,3,1,-0.5020487887706166,0,0
1,13,2,5,10,4,0.525,0.5515294974508376,0,3,-0.24614119796507195,1,1
4,17,9,2,12,1,0.6398601398601399,0.5455669122890421,3,1,-0.8255985758609338,1,0
1,12,4,6,0,1,0.5670498084291188,0.5497128426540671,0,2,0.5735628449519011,1,1
1,10,8,5,23,1,0.5428571428571428,0.5453419768373516,0,1,0.7486663095189806,1,1
4,1,5,1,4,1,0.550429669832655,0.5455669122890421,3,2,-0.7506256520398042,0,0
0,15,2,2,11,6,0.554670528602462,0.5474660586589284,1,3,-0.7176375732224061,0,0
4,9,10,2,3,3,0.43450479233226835,0.5474660586589284,3,0,-0.8175181505749934,0,0
4,3,1,2,9,6,0.5499405469678954,0.5497128426540671,3,2,0.3936277769662085,0,0
4,22,8,2,2,1,0.6666666666666666,0.5474660586589284,3,1,0.2233559166507745,1,1
4,3,2,2,16,6,0.65,0.5448619976625011,3,2,-0.4533163374719007,0,1
4,22,6,2,23,4,0.5028571428571429,0.5497128426540671,3,1,-1.07559161118511,0,0
2,12,5,3,0,1,0.6862745098039216,0.5497128426540671,2,2,-0.2959565056944137,0,1
4,3,3,2,21,1,0.5283230510375772,0.5480694980694981,3,2,-0.19257714324774294,0,0
4,6,7,6,5,1,0.572661217075386,0.5474660586589284,3,4,-0.8175181505749934,0,1
4,3,4,7,8,1,0.546875,0.5448619976625011,3,2,-0.46414578479259405,0,0
2,18,4,4,1,3,0.725,0.5492640692640692,2,4,1.4734045731232333,1,1
4,3,3,7,14,3,0.4846715328467153,0.5448619976625011,3,2,-0.46414578479259405,0,0
4,3,4,6,23,2,0.3925925925925926,0.5457627118644067,3,2,-1.0607636430812608,0,0
2,18,4,2,4,0,0.6511627906976745,0.5453419768373516,2,4,0.9485941063753262,1,1
1,19,12,5,20,3,0.7126436781609196,0.5515294974508376,0,0,-0.10952379430727946,1,1
2,3,5,2,21,2,0.5683453237410072,0.5492640692640692,2,2,1.1401915783626573,0,1
4,20,11,5,14,4,0.6808510638297872,0.5192743764172335,3,3,-1.3621547994246024,1,0
4,22,7,1,18,0,0.8571428571428571,0.5448619976625011,3,1,-0.44248688931817487,0,1
0,22,10,7,13,3,0.6142857142857143,0.5455669122890421,1,1,-1.1379857584489736,1,1
4,22,7,6,16,3,0.5657894736842105,0.5448619976625011,3,1,-0.6590753992230182,1,0
4,11,11,6,17,2,0.5398671096345515,0.5448619976625011,3,3,-0.6049282875744245,1,0
4,20,8,6,18,1,0.5377358490566038,0.5480694980694981,3,3,-0.025970645867454997,0,0
1,3,3,2,16,1,0.5885462555066079,0.5448619976625011,0,2,-0.44248688931817487,1,1
4,1,3,7,15,5,0.525,0.5515294974508376,3,2,-0.9257290527965953,0,0
2,0,11,6,17,2,0.5661331086773378,0.5448619976625011,2,4,-0.5724400080897812,1,1
4,3,3,0,12,0,0.546875,0.5492640692640692,3,2,1.6233504207654923,0,0
4,22,10,6,9,3,0.4864864864864865,0.5448619976625011,3,1,-0.6590753992230182,0,0
0,3,3,2,14,6,0.628032345013477,0.5448619976625011,1,2,-0.6265871197383748,1,1
0,18,6,3,6,1,0.550063371356147,0.5448619976625011,1,4,-0.4966340642772374,0,0
4,17,7,2,5,5,0.5374507227332457,0.5474660586589284,3,1,-1.1839691555578826,0,0
4,11,12,2,21,4,0.5664939550949913,0.5497128426540671,3,3,-0.6558265775222976,0,1
4,11,11,7,0,0,0.488272921108742,0.5714285714285714,3,3,0.5590680338630294,1,1
4,22,6,2,20,1,0.5327868852459017,0.5449667654360535,3,1,2.410316221137673,0,0
4,6,7,5,3,1,0.572661217075386,0.5453419768373516,3,4,0.8986121571612398,0,0
0,12,2,3,17,3,0.5862068965517241,0.5522151898734177,1,2,-0.6858990561306669,1,1
4,1,3,5,13,4,0.5575,0.5448619976625011,3,2,-0.5020487887706166,0,0
4,10,7,1,6,6,0.5661331086773378,0.5480694980694981,3,1,-0.10927389455759898,0,0
2,6,4,6,13,1,0.5046082949308756,0.5497128426540671,2,4,-0.1310994323497952,0,1
4,22,9,2,22,3,0.4728682170542636,0.5515294974508376,3,1,-0.19282704299742343,1,1
4,8,10,3,12,3,0.6666666666666666,0.5455669122890421,3,1,0.05741586025459239,0,1
4,12,3,5,5,5,0.5833333333333334,0.5455669122890421,3,2,-0.3445223146753523,1,0
2,22,7,6,11,3,0.5853658536585366,0.5497128426540671,2,1,-0.5658590439459674,1,1
2,21,5,1,19,2,0.49437148217636023,0.5497128426540671,2,4,0.4735989465237284,1,1
4,1,3,4,21,6,0.477112676056338,0.5515294974508376,3,2,-1.2355338550012336,0,0
0,3,3,5,3,4,0.5141955835962145,0.5515294974508376,1,2,-0.19282704299742343,0,0
4,12,5,2,5,5,0.5826446280991735,0.5497128426540671,3,2,0.548571870344858,0,0
4,3,5,2,22,5,0.4846715328467153,0.5448619976625011,3,2,-0.46414578479259405,0,0
1,15,1,6,6,6,0.5340659340659341,0.5448619976625011,0,3,-0.5182928964411876,1,1
4,22,7,6,2,3,0.56,0.5474660586589284,3,1,-0.1430951201539556,1,1
4,17,7,6,17,3,0.2857142857142857,0.5448619976625011,3,1,-0.4966340642772374,1,0
4,3,4,1,6,2,0.5697674418604651,0.5474660586589284,3,2,-0.3886730623051357,1,1
4,14,7,6,16,5,0.6,0.5474660586589284,3,4,0.03600686452985396,0,0
4,3,3,6,23,0,0.5885462555066079,0.5449667654360535,3,2,-0.27588039193788694,1,0
4,1,5,6,16,5,0.534965034965035,0.5474660586589284,3,2,-0.12643447041592681,1,1
1,13,10,6,18,5,0.6666666666666666,0.5453419768373516,0,3,0.5737293598157077,1,1
4,17,6,6,22,4,0.36363636363636365,0.5455669122890421,3,1,-0.4257429821482427,0,0
2,9,9,2,20,0,0.5833333333333334,0.5497128426540671,2,0,0.4735989465237284,1,1
4,7,11,5,22,4,0.2857142857142857,0.5448619976625011,3,3,-0.7132225112048247,0,0
4,3,4,1,5,6,0.7058823529411765,0.5480694980694981,3,2,-0.12593454429562778,0,0
4,15,10,5,12,4,0.6268656716417911,0.5480694980694981,3,3,0.14063585151283295,0,0
1,9,10,6,13,5,0.8214285714285714,0.5449667654360535,0,0,0.9485107214894525,1,1
4,15,3,6,10,1,0.5454545454545454,0.5497128426540671,3,3,-0.6158409931600538,1,0
4,21,7,0,9,5,0.6875,0.5474660586589284,3,4,-0.8175181505749934,0,0
4,22,8,2,12,6,0.5743243243243243,0.5480694980694981,3,1,-0.025970645867454997,0,0
4,11,3,6,19,4,0.5245901639344263,0.5455669122890421,3,3,-1.1129947838419305,1,0
2,19,12,5,22,5,0.6617647058823529,0.5626168224299065,2,0,-0.48447179829880127,1,1
4,22,9,7,6,4,0.6136363636363636,0.5358306188925082,3,1,-0.5257068805764155,0,0
4,11,12,2,8,3,0.5980392156862745,0.5646153846153846,3,3,0.056749419270486545,0,0
4,0,1,7,4,2,0.23076923076923078,0.5696629213483146,3,4,-0.5573621409026772,1,0
0,3,2,5,2,0,0.5963636363636363,0.5448619976625011,1,2,-0.5399517286051377,0,0
4,1,4,6,15,5,0.40756302521008403,0.5449667654360535,3,2,0.10723116715090146,0,0
4,20,9,1,11,3,0.41228070175438597,0.5497128426540671,3,3,-0.026137288185232074,0,0
